residue,residue_pos,coefsum,coefsum_pos,coef_sparsity,coef_sparsity_pos,maxdist,mindist,pnt_id,simplexK
18.914294171284418,18.914294171284418,0.8052460446799472,0.805246044679947,0,0,19.347688674926758,19.347688674926758,0,1
18.41903619362986,18.419036193629857,0.9352016800310607,0.9352016800310607,0,0,20.21215057373047,19.347688674926758,0,2
18.384382765194,18.384382765194,0.9944510422044222,0.9944510422044224,0,0,20.241249084472656,19.347688674926758,0,3
18.27713875610591,18.27713875610591,0.9855304845945854,0.9855304845945848,0,0,20.320159912109375,19.347688674926758,0,4
17.665402672298836,17.72471086773619,0.9949204456288521,1.0226558137452777,2,2,20.582475662231445,19.347688674926758,0,8
16.728794033722142,17.28495574811294,1.0018768525595123,1.045048424294054,6,10,21.16045379638672,19.347688674926758,0,16
16.26395833223658,17.25460727283154,0.9855100647645212,1.0639532827390414,14,24,21.46738624572754,19.347688674926758,0,32
14.500043581605897,17.192418332411933,1.010327670601215,1.0824782274136449,27,54,21.86130142211914,19.347688674926758,0,64
12.819673479116545,16.64809515724939,1.0113745907563754,1.197925003487934,57,115,22.325857162475586,19.347688674926758,0,128
20.46250563800976,20.462505638009755,0.9402760257744001,0.9402760257743952,0,0,20.568645477294922,20.568645477294922,1,1
18.864983626938507,18.864983626938507,0.9630955309214171,0.9630955309214165,0,0,20.853635787963867,20.568645477294922,1,2
17.08158344035071,17.08158344035071,0.9833336921846252,0.9833336921846252,0,0,20.9401798248291,20.568645477294922,1,3
16.445299813891545,16.445299813891545,0.9736915925142456,0.9736915925142444,0,0,21.041669845581055,20.568645477294922,1,4
15.861999353212559,15.861999353212559,1.0757041659225082,1.0757041659225077,0,0,21.785694122314453,20.568645477294922,1,8
15.30931764038924,15.679808417849326,1.1079452491865642,1.1105271844832934,4,6,22.44813346862793,20.568645477294922,1,16
13.86666459492281,15.274032342095408,1.2109905741292153,1.1667112065085186,10,19,23.043607711791992,20.568645477294922,1,32
12.265425532426265,15.152896510101147,1.0621171869406405,1.1677528325132582,27,52,23.679964065551758,20.568645477294922,1,64
10.001715839516022,14.530084005065694,1.0271979629930261,1.2302386014831759,53,106,24.538732528686523,20.568645477294922,1,128
16.61534636659739,16.61534636659739,1.11675018974763,1.116750189747631,0,0,16.864686965942383,16.864686965942383,2,1
13.512809597821041,13.512809597821047,1.2014709813007718,1.2014709813007696,0,0,17.006139755249023,16.864686965942383,2,2
12.759157521935803,12.759157521935803,1.208242217723984,1.2082422177239829,0,0,17.524341583251953,16.864686965942383,2,3
12.293208636057907,12.293208636057907,1.1868796462732456,1.1868796462732463,0,0,18.026582717895508,16.864686965942383,2,4
11.818541278297529,11.818421967150545,1.1240002702178913,1.1416840450232222,1,1,18.518354415893555,16.864686965942383,2,8
11.199163720221321,11.411793525746116,1.1311491210695055,1.180510554264974,5,6,19.188648223876953,16.864686965942383,2,16
10.790501548677522,11.29754919744279,1.1003419583393845,1.1865923443861133,12,18,19.743263244628906,16.864686965942383,2,32
9.43434520345684,10.739859667120433,1.0616678471483436,1.1833168320999974,27,46,20.35665512084961,16.864686965942383,2,64
8.207341221034426,10.655392631096966,1.0472122396452186,1.1899518679768701,57,108,21.221481323242188,16.864686965942383,2,128
12.761477095545304,12.761477095545303,0.793133418691153,0.7931334186911518,0,0,14.596243858337402,14.596243858337402,3,1
11.066998633078288,11.06699863307829,1.0151578999422062,1.0151578999422046,0,0,16.4285888671875,14.596243858337402,3,2
10.781856680894185,10.781856680894187,1.0319028297072745,1.0319028297072732,0,0,17.092330932617188,14.596243858337402,3,3
10.754483609199045,10.754483609199044,1.035825800040837,1.0358258000408354,0,0,17.29982566833496,14.596243858337402,3,4
9.25130102941745,9.267192002830264,1.0411963846539756,1.0414857662014847,1,1,18.56068992614746,14.596243858337402,3,8
9.150575325053946,9.235051556272722,1.0688167922069784,1.0614472474519687,5,6,19.195636749267578,14.596243858337402,3,16
8.860411662059228,9.195620848399079,1.0614976353272392,1.0556507088388756,10,19,19.865829467773438,14.596243858337402,3,32
8.215619118486831,9.138347095261956,1.0303332165663934,1.0554013934130873,30,49,20.465843200683594,14.596243858337402,3,64
7.162061936462261,9.064347908200904,1.0044377520803778,1.0688765642304927,63,109,21.50857925415039,14.596243858337402,3,128
